raw_app_type,heuristic_id,repeat,objective,prediction_raw,prediction_clamped,confidence,parse_ok,parse_error
cvrp_lns,pop_19_op_e2_n16_251228_065631,3,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,4,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,5,3953495.2,3660345.7,3660345.7,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,6,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,7,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,8,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,9,3953495.2,3660345.7,3660345.7,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,0,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,1,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,2,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,3,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,4,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,5,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,6,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,7,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,8,3864263.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_2_op_e2_n4_251225_221616,9,3864263.6,3700000.0,3700000.0,0.85,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,0,13.9329,1.75,1.75,0.6,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,1,13.9329,0.65,0.65,0.7,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,2,13.9329,1.5,1.5,0.7,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,3,13.9329,1.5,1.5,0.7,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,4,13.9329,1.675,1.675,0.8,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,5,13.9329,1.5,1.5,0.7,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,6,13.9329,1.5,1.5,0.7,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,7,13.9329,1.0,1.0,,True,Used float fallback (no JSON).
premarshalling_astar,pop_16_op_e1_n3_250819_105708,8,13.9329,0.65,0.65,0.7,True,
premarshalling_astar,pop_16_op_e1_n3_250819_105708,9,13.9329,1.5,1.5,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,0,0.43085,1.0,1.0,,True,Used float fallback (no JSON).
premarshalling_astar,pop_9_op_e1_n2_250821_185036,1,0.43085,1.5,1.5,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,2,0.43085,1.5,1.5,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,3,0.43085,1.5,1.5,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,4,0.43085,0.65,0.65,0.75,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,5,0.43085,0.65,0.65,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,6,0.43085,1.0,1.0,,True,Used float fallback (no JSON).
premarshalling_astar,pop_9_op_e1_n2_250821_185036,7,0.43085,1.5,1.5,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,8,0.43085,2.5,2.5,0.7,True,
premarshalling_astar,pop_9_op_e1_n2_250821_185036,9,0.43085,1.5,1.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,0,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,1,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,2,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,3,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,4,0.9285,0.65,0.65,0.75,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,5,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,6,0.9285,0.65,0.65,0.75,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,7,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,8,0.9285,0.5,0.5,0.7,True,
premarshalling_astar,pop_15_op_m1_n4_250821_235057,9,0.9285,0.65,0.65,0.75,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,0,10.69957,1.5,1.5,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,1,10.69957,0.75,0.75,0.8,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,2,10.69957,0.65,0.65,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,3,10.69957,1.5,1.5,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,4,10.69957,1.5,1.5,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,5,10.69957,0.5,0.5,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,6,10.69957,1.5,1.5,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,7,10.69957,1.5,1.5,0.7,True,
premarshalling_astar,pop_11_op_m1_n4_250821_204759,8,10.69957,1.0,1.0,,True,Used float fallback (no JSON).
premarshalling_astar,pop_11_op_m1_n4_250821_204759,9,10.69957,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,0,0.97071,0.65,0.65,0.75,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,1,0.97071,0.65,0.65,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,2,0.97071,0.65,0.65,0.75,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,3,0.97071,0.65,0.65,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,4,0.97071,0.65,0.65,0.75,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,5,0.97071,0.65,0.65,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,6,0.97071,0.65,0.65,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,7,0.97071,0.5,0.5,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,8,0.97071,0.5,0.5,0.7,True,
premarshalling_astar,pop_6_op_e2_n6_250817_171559,9,0.97071,0.65,0.65,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,0,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,1,0.37898,2.5,2.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,2,0.37898,2.5,2.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,3,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,4,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,5,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,6,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,7,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,8,0.37898,2.5,2.5,0.7,True,
premarshalling_astar,pop_6_op_m2_n11_250825_152655,9,0.37898,1.5,1.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,0,2.91167,0.5,0.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,1,2.91167,1.5,1.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,2,2.91167,1.5,1.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,3,2.91167,1.5,1.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,4,2.91167,2.5,2.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,5,2.91167,1.5,1.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,6,2.91167,1.5,1.5,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,7,2.91167,0.65,0.65,0.7,True,
premarshalling_astar,pop_3_op_m1_n17_250816_134737,8,2.91167,1.5,1.5,0.7,True,
