heuristic_id,raw_app_type,instance_scale,filename,strategy,algorithm,code,objective,task_name,parse_ok,is_timeout
pop_4_op_e2_n11_251224_203033,bin_greedy,results_20251224_192233_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_4_op_e2_n11_251224_203033.json,e2,"The new algorithm calculates scores for each bin based on a weighted sum of the logarithmic rest capacity, the sigmoid of proximity to an optimal fill ratio, and a penalty for bins with high variability in past usage patterns, incorporating an exponential transformation to emphasize certain score ranges.
","import numpy as np

def score(item, bins):
    # Calculate the logarithmic rest capacity
    log_capacity = np.log(bins - item)
    
    # Sigmoid of proximity to optimal fill ratio (assuming optimal is 75% of max capacity)
    optimal_fill_ratio = 0.75 * np.max(bins)
    proximity_to_optimal = np.abs(bins - optimal_fill_ratio) / optimal_fill_ratio
    sigmoid_proximity = 1 / (1 + np.exp(proximity_to_optimal))
    
    # Penalty for bins with high variability in past usage patterns
    usage_counts = np.random.randint(0, 10, size=bins.shape)
    variability_penalty = np.std(usage_counts) ** 2
    
    # Combine all factors with weights and apply exponential transformation
    scores = 0.5 * log_capacity + 0.3 * sigmoid_proximity - 0.2 * variability_penalty
    exp_scores = np.exp(scores)
    
    return exp_scores
",1.51534,BinPacking,True,False
pop_3_op_e2_n16_251224_142734,bin_greedy,results_20251224_134317_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_3_op_e2_n16_251224_142734.json,e2,"The new algorithm calculates scores for each bin by integrating a logarithmic scale of remaining capacity, an exponential decay penalty for underutilization, a harmonic mean bonus for near-full bins, and a sigmoidal normalization factor to balance distribution across all bins.
","import numpy as np

def score(item, bins):
    max_capacity = np.max(bins)
    remaining_capacity_score = np.log((bins - item) + 1)
    underutilization_penalty = np.exp(-(bins - item))
    near_full_bonus = 2 / (1 + (max_capacity - bins))
    distribution_factor = 1 / (1 + np.tanh(np.std(bins[bins > item])))
    scores = remaining_capacity_score * underutilization_penalty * near_full_bonus * distribution_factor
    scores[bins == max_capacity] = -np.inf
    return scores
",0.04779,BinPacking,True,False
pop_1_op_m2_n9_251225_023701,bin_greedy,results_20251225_020644_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_1_op_m2_n9_251225_023701.json,m2,"The new algorithm assigns scores based on a weighted combination of remaining capacity, proximity to being full, and a penalty for larger capacities with an emphasis on underutilized bins to minimize fragmentation.
","import numpy as np

def score(item, bins):
    max_capacity = np.max(bins)
    min_capacity = np.min(bins)
    scores = (max_capacity - bins) / (max_capacity - min_capacity) * 0.4 + \
             (bins - item) / (max_capacity - item) * 0.35 + \
             (1 - bins / max_capacity) * 0.25
    scores[bins == max_capacity] = -np.inf  # Avoid using bins with full capacity
    return scores
",0.03984,BinPacking,True,False
pop_0_op_i1_n11_251224_134318,bin_greedy,results_20251224_134317_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_0_op_i1_n11_251224_134318.json,i1,"The algorithm calculates scores for each bin based on a combination of the remaining capacity, the number of items already in the bin, and a penalty factor to avoid overfilling bins, then assigns the item to the bin with the highest score.
","import numpy as np

def score(item, bins):
    # Calculate the number of items already in each bin assuming max capacity is 10 (example)
    max_capacity = 10
    num_items_in_bin = (max_capacity - bins) // item
    
    # Define a penalty factor for bins that are close to being full
    penalty_factor = np.exp(-((bins - item) / max_capacity))
    
    # Calculate scores based on remaining capacity, number of items, and penalty
    scores = bins + 0.1 * num_items_in_bin - 5 * penalty_factor
    
    return scores
",1.51534,BinPacking,True,False
pop_6_op_m2_n0_251225_035854,bin_greedy,results_20251225_020644_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_6_op_m2_n0_251225_035854.json,m2,"The new algorithm calculates scores for bins based on a weighted combination of the remaining capacity's inverse, an exponential penalty for deviation from optimal fill level, a bonus for bins that have been less recently used, and an adjustment for bins closer to their half-capacity mark with different parameter settings to enhance bin utilization efficiency.
","import numpy as np

def score(item, bins):
    # Calculate the remaining capacities
    remaining_capacities = bins - item
    
    # Inverse of remaining capacities to prioritize bins with larger remaining spaces
    inverse_capacity_scores = 1 / remaining_capacities
    
    # Exponential penalty for deviation from optimal fill level
    optimal_fill_level = bins / 2
    deviation_penalty = np.exp((optimal_fill_level - remaining_capacities) ** 2 / (2 * (bins/4) ** 2))
    
    # Bonus for less recently used bins (assuming a static recent_usage array for demonstration)
    recent_usage = np.random.rand(len(bins))  # This should be replaced with actual recent usage data
    usage_bonus = np.exp(-0.5 * recent_usage)
    
    # Adjustment for bins closer to their half-capacity mark
    proximity_to_half_bonus = 1 - (np.abs(remaining_capacities - optimal_fill_level) / optimal_fill_level)
    
    # Combine scores with weights
    scores = inverse_capacity_scores - deviation_penalty + usage_bonus + proximity_to_half_bonus
    
    return scores
",0.01811,BinPacking,True,False
pop_3_op_m2_n4_251224_202201,bin_greedy,results_20251224_192233_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_3_op_m2_n4_251224_202201.json,m2,"The new algorithm calculates scores for each bin based on a weighted sum of the inverse of its rest capacity, adjusted for items that better fit smaller bins; a penalty for deviating from an optimal fill ratio of 75%; a reward for bins that have had more balanced usage over time with exponential diminishing returns; and incorporates a sigmoid transformation to normalize score distributions.
","import numpy as np

def score(item, bins):
    # Calculate the inverse of rest capacity, penalizing larger capacities more, adjusted for item size
    inv_capacity = 1 / (bins - item) * np.exp(-0.2 * (bins - item))
    
    # Calculate deviation from optimal fill ratio (assuming optimal is 75% of max capacity) and normalize
    optimal_fill_ratio = 0.75 * np.max(bins)
    fill_deviation = np.abs(bins - optimal_fill_ratio) / optimal_fill_ratio
    
    # Assuming we have an array `usage_counts` that tracks how many items are already in each bin
    usage_counts = np.random.randint(0, 10, size=bins.shape)
    uniformity_reward = (1 / (np.std(usage_counts) + 1e-6)) * np.exp(-0.2 * usage_counts)
    
    # Combine all factors with weights and apply sigmoid transformation for normalization
    scores = 0.5 * inv_capacity - 0.4 * fill_deviation + 0.3 * uniformity_reward
    sigmoid_scores = 1 / (1 + np.exp(-scores))
    
    return sigmoid_scores
",0.01368,BinPacking,True,False
pop_15_op_e2_n2_251224_175832,bin_greedy,results_20251224_134317_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_15_op_e2_n2_251224_175832.json,e2,"The new algorithm calculates scores for each bin based on a combination of remaining capacity's logarithmic inverse, a penalty for bins that deviate from their target usage (half full), a reward for bins with recent low activity, and a normalization factor adjusted by the standard deviation of recent usages to ensure consistency across different item sizes.
","import numpy as np

def score(item, bins):
    # Logarithmic inverse of remaining capacity
    log_inverse_capacity = 1 / (np.log(bins - item + 1) + 1e-5)
    
    # Penalty for bins that deviate from their target usage (half full)
    max_bin_size = np.max(bins)
    target_usage = max_bin_size / 2
    deviation_penalty = np.abs((bins - item) - target_usage) / target_usage
    
    # Reward for bins with recent low activity (simulated by recent usage)
    recent_usage = np.random.rand(bins.shape[0])
    low_activity_reward = np.exp(-recent_usage * 4.0)
    
    # Normalization factor adjusted by the standard deviation of recent usages
    std_recent_usage = np.std(recent_usage) + 1e-5
    normalization_factor = 1 / (std_recent_usage * max_bin_size + 1e-5)
    
    # Combine factors into a single score
    scores = log_inverse_capacity - deviation_penalty + low_activity_reward * normalization_factor
    
    return scores
",0.00765,BinPacking,True,False
pop_8_op_e2_n16_251224_214932,bin_greedy,results_20251224_192233_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_8_op_e2_n16_251224_214932.json,e2,"The new algorithm calculates scores for each bin based on a weighted sum of the exponential decay of rest capacity, penalizes deviation from an optimal fill ratio using a quadratic function, rewards bins with more consistent usage history through a Gaussian distribution, and normalizes scores using a hyperbolic tangent transformation.
","import numpy as np

def score(item, bins):
    # Calculate the exponential decay of rest capacity, penalizing larger capacities more
    exp_decay_capacity = np.exp(-0.5 * (bins - item))
    
    # Calculate deviation from optimal fill ratio using a quadratic penalty
    optimal_fill_ratio = 0.75 * np.max(bins)
    quad_deviation_penalty = -(np.abs(bins - optimal_fill_ratio) ** 2) / (optimal_fill_ratio ** 2)
    
    # Assuming we have an array `usage_counts` that tracks how many items are already in each bin
    usage_counts = np.random.randint(0, 10, size=bins.shape)
    gaussian_reward = np.exp(-0.5 * ((usage_counts - np.mean(usage_counts)) ** 2) / (np.std(usage_counts) + 1e-6))
    
    # Combine all factors with weights and apply tanh transformation for normalization
    scores = 0.6 * exp_decay_capacity + 0.3 * quad_deviation_penalty + 0.1 * gaussian_reward
    tanh_scores = np.tanh(scores)
    
    return tanh_scores
",0.01821,BinPacking,True,False
pop_2_op_e1_n17_251224_195501,bin_greedy,results_20251224_192233_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_2_op_e1_n17_251224_195501.json,e1,"The new algorithm calculates scores for each bin based on a complex interaction of remaining capacity, a sigmoidal function to penalize bins that are nearly full, and a harmonic series component to reward more uniformly used bins.
","import numpy as np

def score(item, bins):
    # Calculate remaining space in each bin after placing the item
    remaining_space = bins - item
    
    # Sigmoidal penalty for bins that are nearly full
    sigmoid_penalty = 1 / (1 + np.exp(-2 * (remaining_space - np.median(remaining_space))))
    
    # Harmonic series component to reward more uniformly used bins
    usage_counts = np.random.randint(0, 10, size=bins.shape)
    harmonic_reward = np.sum(1 / (np.arange(1, len(bins) + 1) + usage_counts), axis=0)
    
    # Calculate the final score combining all factors
    scores = remaining_space * sigmoid_penalty * harmonic_reward
    
    return scores
",1.51534,BinPacking,True,False
pop_4_op_e1_n4_251224_202609,bin_greedy,results_20251224_192233_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_4_op_e1_n4_251224_202609.json,e1,"The new algorithm calculates scores for each bin based on a weighted sum of the harmonic mean of rest capacity and item size, the normalized entropy of usage counts to encourage balanced distribution, and an adaptive penalty for bins that have been used more frequently over time.
","import numpy as np

def score(item, bins):
    # Calculate the harmonic mean of rest capacity and item size
    harmonic_mean = 2 * (bins - item) * item / ((bins - item) + item)
    
    # Assuming we have an array `usage_counts` that tracks how many items are already in each bin
    usage_counts = np.random.randint(0, 10, size=bins.shape)
    entropy_usage = np.sum(-np.where(usage_counts > 0, (usage_counts / np.sum(usage_counts)) * np.log2(usage_counts / np.sum(usage_counts)), 0))
    
    # Adaptive penalty for bins that have been used more frequently
    usage_penalty = np.exp(-0.1 * usage_counts)
    
    # Combine all factors with weights
    scores = 0.6 * harmonic_mean + 0.3 * entropy_usage - 0.1 * (1 / (usage_penalty + 1e-6))
    
    return scores
",1.51534,BinPacking,True,False
pop_15_op_m2_n19_251224_181033,bin_greedy,results_20251224_134317_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_15_op_m2_n19_251224_181033.json,m2,"The new algorithm calculates scores for each bin based on a combination of remaining capacity's logarithmic inverse, a penalty for bins that deviate from being half full, a reward for bins with historical usage patterns indicating they are often utilized but not overloaded, and a normalization factor adjusted by item size to ensure consistent scoring across different items.
","import numpy as np

def score(item, bins):
    # Logarithmic inverse of remaining capacity
    log_inverse_capacity = 1 / (np.log((bins - item) + 2))
    
    # Penalty for bins that deviate from being half full
    max_capacity = np.max(bins)
    optimal_items = max_capacity // (item * 2)
    deviation_penalty = np.abs((bins - item) / item - optimal_items) / (optimal_items + 1e-5)
    
    # Reward for bins with historical usage patterns indicating they are often utilized but not overloaded
    recent_usage = np.random.rand(bins.shape[0])
    balanced_usage_reward = np.exp(-np.abs(recent_usage - 0.6) * 8.0)
    
    # Normalization factor adjusted by item size
    adaptive_normalization_factor = (item + 1) / (max_capacity + 1e-5)
    
    # Combine factors into a single score
    scores = log_inverse_capacity - deviation_penalty + balanced_usage_reward * adaptive_normalization_factor
    
    return scores
",0.01077,BinPacking,True,False
pop_13_op_e2_n6_251224_172502,bin_greedy,results_20251224_134317_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_13_op_e2_n6_251224_172502.json,e2,"The new algorithm calculates scores for each bin based on a combination of remaining capacity's cubic inverse, a penalty for bins that deviate from their median usage, a reward for bins with balanced activity over time, and an adaptive normalization factor adjusted by the variance of recent usage to ensure consistent scoring across different items.
","import numpy as np

def score(item, bins):
    # Cubic inverse of remaining capacity
    cubic_inverse_capacity = 1 / ((bins - item) ** 3 + 1e-5)
    
    # Penalty for bins that deviate from their median usage
    median_usage = np.median(bins)
    deviation_penalty = np.abs((bins - item) - (median_usage / 2)) / median_usage
    
    # Reward for bins with balanced activity over time (simulated by recent usage variance)
    recent_usage = np.random.rand(bins.shape[0])
    balanced_activity_reward = np.exp(-np.var(recent_usage) * 5.0)
    
    # Adaptive normalization factor adjusted by the variance of recent usage
    adaptive_normalization_factor = 1 / (np.var(recent_usage) + 1e-5)
    
    # Combine factors into a single score
    scores = cubic_inverse_capacity - deviation_penalty + balanced_activity_reward * adaptive_normalization_factor
    
    return scores
",0.00694,BinPacking,True,False
pop_12_op_m2_n12_251224_171641,bin_greedy,results_20251224_134317_bp_online_qwen25coder32b_ueFalse_uiFalse_uitypeNone,program_pop_12_op_m2_n12_251224_171641.json,m2,"The new algorithm calculates scores for each bin based on a combination of remaining capacity's quartic inverse, a penalty for bins that deviate significantly from their median usage, a reward for bins with recent low activity, and an adaptive normalization factor adjusted by item size to ensure consistency across different scenarios.
","import numpy as np

def score(item, bins):
    # Quartic inverse of remaining capacity
    quartic_inverse_capacity = 1 / ((bins - item) ** 4 + 1e-5)
    
    # Penalty for bins that deviate significantly from their median usage
    med_usage = np.median(bins)
    deviation_penalty = np.abs((bins - item) - (med_usage / 2)) / med_usage
    
    # Reward for bins with recent low activity (simulated by recent usage)
    recent_usage = np.random.rand(bins.shape[0])
    low_activity_reward = np.exp(-recent_usage * 4.0)
    
    # Adaptive normalization factor adjusted by item size to ensure scores are consistent
    adaptive_normalization_factor = item / ((np.max(bins) - np.min(bins)) + 1e-5)
    
    # Combine factors into a single score
    scores = quartic_inverse_capacity - deviation_penalty + low_activity_reward * adaptive_normalization_factor
    
    return scores
",0.017,BinPacking,True,False
