heuristic_id,raw_app_type,objective,prediction,confidence,parse_ok,parse_error
pop_9_op_m2_n5_251224_222110,bin_greedy,0.01831,0.0277,0.85,True,
pop_9_op_m2_n6_251224_222110,bin_greedy,0.01409,0.02,0.85,True,
pop_9_op_m2_n7_251224_222110,bin_greedy,0.0329,0.02,0.85,True,
pop_9_op_m2_n8_251224_222110,bin_greedy,0.01409,0.02,0.85,True,
pop_9_op_m2_n9_251224_222110,bin_greedy,0.05564,0.025,0.8,True,
pop_0_op_e1_n10_251225_021104,bin_greedy,1.51534,0.2,0.7,True,
pop_9_op_m2_n15_251224_222110,bin_greedy,0.01449,0.01769,0.85,True,
pop_9_op_m1_n18_251224_221631,bin_greedy,0.78831,0.299,0.785,True,
pop_9_op_m1_n17_251224_221631,bin_greedy,0.02395,0.00765,0.85,True,
pop_9_op_m1_n16_251224_221631,bin_greedy,0.03622,0.1,0.7,True,
pop_9_op_e1_n1_251224_220604,bin_greedy,0.17446,0.2,0.7,True,
pop_9_op_e1_n2_251224_220604,bin_greedy,0.44109,0.029,0.85,True,
pop_9_op_e1_n3_251224_220604,bin_greedy,0.84777,0.018,0.75,True,
pop_9_op_e1_n5_251224_220604,bin_greedy,1.51021,0.0726,0.85,True,
pop_9_op_e1_n6_251224_220604,bin_greedy,0.03914,0.1,0.8,True,
pop_9_op_e1_n7_251224_220604,bin_greedy,0.04226,0.02,0.75,True,
pop_9_op_e1_n8_251224_220604,bin_greedy,0.02847,0.02,0.8,True,
pop_9_op_e1_n9_251224_220604,bin_greedy,0.0817,0.27,0.8,True,
pop_9_op_e2_n0_251224_221118,bin_greedy,0.02475,0.019682,0.75,True,
pop_9_op_e2_n10_251224_221118,bin_greedy,0.40648,0.10788,0.85,True,
pop_9_op_e2_n11_251224_221118,bin_greedy,0.01841,0.414935,0.85,True,
pop_9_op_e2_n12_251224_221118,bin_greedy,0.4432,0.025,0.8,True,
pop_9_op_e2_n13_251224_221118,bin_greedy,0.00976,0.02,0.8,True,
pop_9_op_e2_n14_251224_221118,bin_greedy,1.51454,0.02,0.85,True,
pop_9_op_e2_n16_251224_221118,bin_greedy,0.02707,0.012,0.85,True,
pop_9_op_e2_n17_251224_221118,bin_greedy,0.03984,0.2,0.7,True,
pop_9_op_e2_n18_251224_221118,bin_greedy,0.03481,0.00563,0.8,True,
pop_9_op_m1_n15_251224_221631,bin_greedy,0.32528,0.02,0.8,True,
pop_9_op_m1_n14_251224_221631,bin_greedy,0.07969,0.2,0.75,True,
pop_9_op_m1_n13_251224_221631,bin_greedy,0.04568,0.25,0.7,True,
pop_9_op_m1_n12_251224_221631,bin_greedy,0.03532,0.12,0.85,True,
pop_9_op_m1_n11_251224_221631,bin_greedy,0.67301,0.12,0.8,True,
pop_9_op_m1_n10_251224_221631,bin_greedy,0.14438,0.02,0.85,True,
pop_0_op_e1_n11_251225_021104,bin_greedy,0.69916,0.2,0.8,True,
pop_9_op_m1_n0_251224_221631,bin_greedy,0.03562,0.18257,0.95,True,
pop_9_op_e2_n7_251224_221118,bin_greedy,0.82222,0.02,0.85,True,
pop_9_op_e2_n5_251224_221118,bin_greedy,0.04014,0.027,0.85,True,
pop_9_op_e2_n4_251224_221118,bin_greedy,0.43284,0.2,0.75,True,
pop_9_op_e2_n3_251224_221118,bin_greedy,0.89597,0.1,0.8,True,
pop_9_op_e2_n1_251224_221118,bin_greedy,0.04105,0.12,0.75,True,
pop_9_op_e2_n19_251224_221118,bin_greedy,1.30255,0.0297,0.8,True,
pop_9_op_e2_n9_251224_221118,bin_greedy,1.51444,0.02,0.85,True,
pop_9_op_e1_n19_251224_220604,bin_greedy,1.51534,0.02,0.8,True,
pop_0_op_e1_n13_251225_021104,bin_greedy,1.51534,0.1,0.8,True,
pop_0_op_e1_n15_251225_021104,bin_greedy,0.07254,0.28976,0.75,True,
pop_0_op_i1_n12_251225_020904,bin_greedy,0.03984,0.02,0.85,True,
pop_0_op_i1_n13_251225_020644,bin_greedy,0.04226,0.025,0.85,True,
pop_0_op_i1_n13_251225_020904,bin_greedy,0.03984,0.028,0.7,True,
pop_0_op_i1_n14_251225_020644,bin_greedy,1.51534,0.25,0.7,True,
pop_0_op_i1_n14_251225_020904,bin_greedy,1.51534,0.2,0.75,True,
pop_0_op_i1_n15_251225_020644,bin_greedy,1.51534,0.275,0.85,True,
pop_0_op_i1_n16_251225_020644,bin_greedy,0.57118,0.2,0.85,True,
pop_0_op_i1_n16_251225_020904,bin_greedy,0.74816,0.02,0.7,True,
pop_0_op_i1_n17_251225_020644,bin_greedy,1.51534,0.25,0.75,True,
pop_0_op_i1_n17_251225_020904,bin_greedy,0.08693,0.02,0.85,True,
pop_0_op_i1_n18_251225_020644,bin_greedy,1.30737,1.51534,0.9,True,
pop_0_op_i1_n18_251225_020904,bin_greedy,1.51534,0.25,0.6,True,
pop_0_op_i1_n19_251225_020644,bin_greedy,0.13331,0.02,0.7,True,
pop_0_op_i1_n19_251225_020904,bin_greedy,0.03984,0.03,0.75,True,
pop_0_op_i1_n12_251225_020644,bin_greedy,1.51534,0.02,0.8,True,
pop_0_op_i1_n1_251225_020644,bin_greedy,1.51534,0.1,0.75,True,
pop_0_op_i1_n2_251225_020644,bin_greedy,1.51424,0.02,0.8,True,
pop_0_op_i1_n2_251225_020904,bin_greedy,0.05071,0.02,0.85,True,
pop_0_op_i1_n3_251225_020644,bin_greedy,1.51534,0.2,0.7,True,
pop_0_op_i1_n4_251225_020644,bin_greedy,0.04165,0.03,0.75,True,
pop_0_op_i1_n4_251225_020904,bin_greedy,0.03984,0.02895,0.75,True,
pop_0_op_i1_n5_251225_020644,bin_greedy,0.96006,0.041,0.8,True,
pop_0_op_i1_n5_251225_020904,bin_greedy,1.51534,0.08,0.75,True,
pop_0_op_i1_n6_251225_020644,bin_greedy,0.05071,0.936,0.85,True,
pop_0_op_i1_n6_251225_020904,bin_greedy,0.39551,0.02,0.85,True,
pop_0_op_i1_n7_251225_020644,bin_greedy,1.51534,0.02,0.8,True,
pop_0_op_i1_n7_251225_020904,bin_greedy,1.51534,0.2,0.8,True,
pop_0_op_i1_n8_251225_020644,bin_greedy,1.51534,0.02,0.85,True,
pop_0_op_i1_n8_251225_020904,bin_greedy,0.05574,0.02,0.75,True,
pop_0_op_i1_n9_251225_020644,bin_greedy,0.87091,0.02,0.85,True,
pop_0_op_i1_n1_251225_020904,bin_greedy,1.51534,0.02,0.8,True,
pop_0_op_i1_n11_251225_020904,bin_greedy,1.51534,0.02,0.85,True,
pop_0_op_i1_n10_251225_020904,bin_greedy,0.03984,0.024378,0.95,True,
pop_0_op_i1_n10_251225_020644,bin_greedy,0.03984,0.2,0.7,True,
pop_0_op_e1_n16_251225_021104,bin_greedy,0.08009,0.02,0.8,True,
pop_0_op_e1_n17_251225_021104,bin_greedy,0.05524,0.2,0.75,True,
pop_0_op_e1_n18_251225_021104,bin_greedy,1.48244,0.2,0.7,True,
pop_0_op_e1_n19_251225_021104,bin_greedy,0.07606,0.28,0.75,True,
pop_0_op_e1_n1_251225_021104,bin_greedy,0.04226,0.027,0.8,True,
pop_0_op_e1_n2_251225_021104,bin_greedy,1.42841,0.02,0.8,True,
pop_0_op_e1_n5_251225_021104,bin_greedy,0.06449,0.1,0.7,True,
pop_0_op_e1_n6_251225_021104,bin_greedy,1.51524,0.025,0.75,True,
pop_0_op_e1_n8_251225_021104,bin_greedy,0.11671,0.02,0.85,True,
pop_0_op_e1_n9_251225_021104,bin_greedy,0.80612,0.25,0.8,True,
pop_0_op_e2_n0_251225_021428,bin_greedy,0.04367,0.02,0.8,True,
pop_0_op_e2_n10_251225_021428,bin_greedy,1.51534,0.0268,0.85,True,
pop_0_op_e2_n11_251225_021428,bin_greedy,0.28826,0.025,0.85,True,
pop_0_op_e2_n12_251225_021428,bin_greedy,0.05946,0.25,0.75,True,
pop_0_op_e2_n13_251225_021428,bin_greedy,1.51534,0.02,0.85,True,
pop_0_op_e2_n14_251225_021428,bin_greedy,1.51343,0.07812,0.75,True,
pop_0_op_e2_n15_251225_021428,bin_greedy,1.51534,0.03,0.8,True,
pop_0_op_i1_n0_251225_020904,bin_greedy,1.51534,0.02,0.85,True,
pop_0_op_i1_n0_251225_020644,bin_greedy,1.51534,0.025,0.7,True,
pop_0_op_e2_n9_251225_021428,bin_greedy,1.51534,0.2,0.75,True,
pop_0_op_e2_n8_251225_021428,bin_greedy,0.05161,0.02,0.85,True,
pop_0_op_e2_n7_251225_021428,bin_greedy,0.05071,0.01019,0.85,True,
pop_0_op_e2_n5_251225_021428,bin_greedy,1.51534,0.02,0.85,True,
pop_0_op_e1_n14_251225_021104,bin_greedy,1.51293,0.02,0.75,True,
pop_0_op_e2_n4_251225_021428,bin_greedy,0.08582,0.03,0.85,True,
pop_0_op_e2_n2_251225_021428,bin_greedy,0.08693,0.96828,0.7,True,
pop_0_op_e2_n1_251225_021428,bin_greedy,0.08904,0.2,0.8,True,
pop_0_op_e2_n19_251225_021428,bin_greedy,0.05071,0.1,0.8,True,
pop_0_op_e2_n18_251225_021428,bin_greedy,0.12426,0.02,0.8,True,
pop_0_op_e2_n17_251225_021428,bin_greedy,1.01922,0.2,0.75,True,
pop_0_op_e2_n16_251225_021428,bin_greedy,0.06147,0.1,0.8,True,
pop_0_op_e2_n3_251225_021428,bin_greedy,0.04226,0.1,0.75,True,
pop_9_op_e1_n18_251224_220604,bin_greedy,0.03974,0.25,0.75,True,
pop_9_op_e1_n17_251224_220604,bin_greedy,0.02586,0.2875,0.9,True,
pop_9_op_e1_n16_251224_220604,bin_greedy,0.03994,0.025,0.8,True,
pop_7_op_m1_n9_251224_213407,bin_greedy,0.01197,0.02,0.85,True,
pop_7_op_m2_n0_251224_213900,bin_greedy,1.51454,0.027,0.85,True,
pop_7_op_m2_n10_251224_213900,bin_greedy,0.03984,0.128,0.7,True,
pop_7_op_m2_n11_251224_213900,bin_greedy,0.02374,0.02,0.95,True,
pop_7_op_m2_n12_251224_213900,bin_greedy,0.64584,0.25,0.85,True,
pop_7_op_m2_n13_251224_213900,bin_greedy,0.05182,0.02,0.8,True,
pop_7_op_m2_n14_251224_213900,bin_greedy,0.02415,0.02,0.85,True,
pop_7_op_m2_n15_251224_213900,bin_greedy,0.03894,0.25,0.75,True,
pop_7_op_m2_n16_251224_213900,bin_greedy,0.01761,0.2,0.7,True,
pop_7_op_m2_n17_251224_213900,bin_greedy,0.03703,0.2078,0.85,True,
pop_7_op_m2_n18_251224_213900,bin_greedy,0.06147,0.2,0.85,True,
pop_7_op_m2_n19_251224_213900,bin_greedy,0.00765,0.2,0.75,True,
pop_7_op_m2_n1_251224_213900,bin_greedy,0.02012,0.02179,0.85,True,
pop_7_op_m2_n2_251224_213900,bin_greedy,0.65389,0.189,0.85,True,
pop_7_op_m1_n8_251224_213407,bin_greedy,0.07496,0.25,0.8,True,
pop_7_op_m2_n3_251224_213900,bin_greedy,0.01549,0.02,0.85,True,
pop_7_op_m2_n5_251224_213900,bin_greedy,0.03169,0.2,0.8,True,
pop_7_op_m2_n6_251224_213900,bin_greedy,0.032,0.18,0.85,True,
pop_7_op_m2_n7_251224_213900,bin_greedy,0.63014,0.2,0.85,True,
pop_7_op_m2_n8_251224_213900,bin_greedy,0.0335,0.12378,0.85,True,
pop_7_op_m2_n9_251224_213900,bin_greedy,0.01801,0.0287,0.95,True,
pop_8_op_e1_n0_251224_214409,bin_greedy,0.77463,0.25,0.8,True,
pop_8_op_e1_n10_251224_214409,bin_greedy,0.03562,0.2,0.8,True,
pop_8_op_e1_n11_251224_214409,bin_greedy,0.07234,0.2,0.75,True,
pop_8_op_e1_n12_251224_214409,bin_greedy,0.43626,0.02,0.8,True,
pop_8_op_e1_n13_251224_214409,bin_greedy,0.03984,0.012,0.75,True,
pop_8_op_e1_n14_251224_214409,bin_greedy,0.04286,0.1,0.8,True,
pop_8_op_e1_n15_251224_214409,bin_greedy,1.19449,0.02894,0.75,True,
pop_8_op_e1_n16_251224_214409,bin_greedy,0.76044,0.1,0.85,True,
pop_8_op_e1_n17_251224_214409,bin_greedy,1.46795,0.02,0.85,True,
pop_7_op_m2_n4_251224_213900,bin_greedy,0.01197,0.02,0.9,True,
pop_7_op_m1_n7_251224_213407,bin_greedy,0.02022,0.07,0.8,True,
pop_7_op_m1_n6_251224_213407,bin_greedy,0.11108,0.02,0.85,True,
pop_7_op_m1_n5_251224_213407,bin_greedy,0.01187,0.025,0.85,True,
pop_7_op_e2_n12_251224_212721,bin_greedy,0.07466,0.02,0.8,True,
pop_7_op_e2_n13_251224_212721,bin_greedy,0.08361,0.02,0.85,True,
pop_7_op_e2_n14_251224_212721,bin_greedy,0.01147,0.128,0.75,True,
pop_7_op_e2_n15_251224_212721,bin_greedy,0.03964,0.02,0.85,True,
pop_7_op_e2_n16_251224_212721,bin_greedy,0.04004,0.1874,0.75,True,
pop_7_op_e2_n17_251224_212721,bin_greedy,1.51474,0.05564,0.8,True,
pop_7_op_e2_n18_251224_212721,bin_greedy,0.02515,0.02,0.8,True,
pop_7_op_e2_n19_251224_212721,bin_greedy,0.03139,0.082,0.85,True,
pop_7_op_e2_n1_251224_212721,bin_greedy,1.48506,0.0326,0.85,True,
pop_7_op_e2_n2_251224_212721,bin_greedy,0.04829,0.2,0.7,True,
pop_7_op_e2_n3_251224_212721,bin_greedy,0.03954,0.2,0.8,True,
pop_7_op_e2_n4_251224_212721,bin_greedy,0.39068,0.102,0.85,True,
pop_7_op_e2_n5_251224_212721,bin_greedy,0.03914,0.127,0.85,True,
pop_7_op_e2_n6_251224_212721,bin_greedy,1.51524,0.079,0.85,True,
pop_7_op_e2_n7_251224_212721,bin_greedy,0.03833,0.02,0.85,True,
pop_7_op_e2_n9_251224_212721,bin_greedy,0.03994,0.02,0.7,True,
pop_7_op_m1_n0_251224_213407,bin_greedy,0.26089,0.02,0.85,True,
pop_7_op_m1_n4_251224_213407,bin_greedy,0.0487,0.02,0.85,True,
pop_7_op_m1_n3_251224_213407,bin_greedy,0.51544,0.02,0.85,True,
pop_7_op_m1_n2_251224_213407,bin_greedy,0.0321,0.2,0.75,True,
pop_7_op_m1_n1_251224_213407,bin_greedy,0.02988,0.02,0.75,True,
pop_7_op_m1_n19_251224_213407,bin_greedy,0.03984,0.298,0.75,True,
pop_7_op_m1_n18_251224_213407,bin_greedy,0.04367,0.025,0.75,True,
pop_8_op_e1_n18_251224_214409,bin_greedy,0.04679,0.27989,0.85,True,
pop_7_op_m1_n17_251224_213407,bin_greedy,0.01238,0.33756,0.85,True,
pop_7_op_m1_n15_251224_213407,bin_greedy,1.51444,0.028,0.75,True,
pop_7_op_m1_n14_251224_213407,bin_greedy,0.04326,0.1892,0.75,True,
pop_3_op_e1_n4_251226_003906,cvrp_lns,3760716.5,3600000.0,0.8,True,
pop_3_op_e1_n1_251226_003906,cvrp_lns,3973677.1,3700000.0,0.85,True,
pop_3_op_e1_n6_251226_003906,cvrp_lns,3875729.5,3500000.0,0.8,True,
pop_3_op_e1_n3_251226_003906,cvrp_lns,3952778.6,3500000.0,0.85,True,
pop_3_op_e1_n2_251226_003906,cvrp_lns,3967122.1,3600000.0,0.8,True,
pop_3_op_e1_n7_251226_003906,cvrp_lns,3708239.5,3456287.95,0.6,True,
pop_3_op_e1_n5_251226_003906,cvrp_lns,3836963.1,3400000.0,0.85,True,
pop_2_op_m2_n8_251225_235254,cvrp_lns,3506173.0,3500000.0,0.85,True,
pop_3_op_e1_n18_251226_003906,cvrp_lns,3893279.6,3700000.0,0.85,True,
pop_3_op_e1_n16_251226_003906,cvrp_lns,3939843.0,3400000.0,0.75,True,
pop_3_op_e1_n15_251226_003906,cvrp_lns,3859277.8,3600000.0,0.8,True,
pop_3_op_e1_n14_251226_003906,cvrp_lns,3541270.6,3600000.0,0.85,True,
pop_3_op_e1_n13_251226_003906,cvrp_lns,3847058.0,3500000.0,0.85,True,
pop_3_op_e1_n11_251226_003906,cvrp_lns,3501780.6,3500000.0,0.8,True,
pop_2_op_m2_n9_251225_235254,cvrp_lns,3663643.1,3500000.0,0.85,True,
pop_3_op_e1_n8_251226_003906,cvrp_lns,3909067.8,3500000.0,0.75,True,
pop_3_op_e1_n0_251226_003906,cvrp_lns,3742448.0,3900000.0,0.85,True,
pop_3_op_e1_n10_251226_003906,cvrp_lns,3777556.4,3500000.0,0.85,True,
pop_3_op_e1_n19_251226_003906,cvrp_lns,3849356.7,3700000.0,0.75,True,
pop_3_op_e1_n9_251226_003906,cvrp_lns,3811566.1,3400000.0,0.85,True,
pop_3_op_e2_n3_251226_012408,cvrp_lns,3981765.6,3500000.0,0.8,True,
pop_3_op_e2_n10_251226_012408,cvrp_lns,3657964.5,3700000.0,0.8,True,
pop_3_op_m1_n11_251226_020829,cvrp_lns,3909402.3,3600000.0,0.85,True,
pop_3_op_m1_n10_251226_020829,cvrp_lns,3672726.0,3500000.0,0.85,True,
pop_3_op_m1_n12_251226_020829,cvrp_lns,3536493.8,3500000.0,0.85,True,
pop_3_op_m1_n13_251226_020829,cvrp_lns,3614514.5,3400000.0,0.85,True,
pop_3_op_m1_n0_251226_020829,cvrp_lns,3560299.9,3500000.0,0.85,True,
pop_3_op_e2_n9_251226_012408,cvrp_lns,3912830.0,3500000.0,0.8,True,
pop_3_op_e2_n8_251226_012408,cvrp_lns,3954207.6,3500000.0,0.8,True,
pop_3_op_e2_n7_251226_012408,cvrp_lns,3763331.0,3700000.0,0.8,True,
pop_3_op_e2_n6_251226_012408,cvrp_lns,3851839.8,3483097.4,0.75,True,
pop_3_op_e2_n0_251226_012408,cvrp_lns,3974480.2,3500000.0,0.7,True,
pop_3_op_e2_n5_251226_012408,cvrp_lns,3981765.6,3602605.0,0.85,True,
pop_3_op_e2_n2_251226_012408,cvrp_lns,3835533.3,3728000.0,0.8,True,
pop_3_op_e2_n1_251226_012408,cvrp_lns,3759928.1,3600000.0,0.7,True,
pop_3_op_e2_n19_251226_012408,cvrp_lns,3865248.2,3607595.4,0.8,True,
pop_3_op_e2_n18_251226_012408,cvrp_lns,3831224.7,3700000.0,0.85,True,
pop_3_op_e2_n17_251226_012408,cvrp_lns,3975060.9,3600000.0,0.8,True,
pop_3_op_e2_n16_251226_012408,cvrp_lns,3946892.3,3607595.4,0.85,True,
pop_3_op_e2_n14_251226_012408,cvrp_lns,3973941.6,3400000.0,0.8,True,
pop_3_op_e2_n13_251226_012408,cvrp_lns,3846300.1,3923014.6,0.75,True,
pop_3_op_e2_n11_251226_012408,cvrp_lns,3876407.4,3870724.2,0.65,True,
pop_3_op_e2_n4_251226_012408,cvrp_lns,3981765.6,3500000.0,0.85,True,
pop_2_op_m2_n7_251225_235254,cvrp_lns,3450900.1,3708097.4,0.85,True,
pop_2_op_m1_n14_251225_230458,cvrp_lns,3546928.2,3500000.0,0.85,True,
pop_2_op_m2_n5_251225_235254,cvrp_lns,3560669.9,3490000.0,0.85,True,
pop_2_op_m1_n17_251225_230458,cvrp_lns,3660947.5,3600000.0,0.85,True,
pop_2_op_m1_n16_251225_230458,cvrp_lns,3545654.8,3700000.0,0.85,True,
pop_2_op_m1_n15_251225_230458,cvrp_lns,3551063.9,3516118.3,0.9,True,
pop_2_op_m1_n13_251225_230458,cvrp_lns,3547501.8,3600000.0,0.8,True,
pop_2_op_m1_n12_251225_230458,cvrp_lns,3526693.1,3400000.0,0.85,True,
pop_2_op_m1_n11_251225_230458,cvrp_lns,3553456.7,3700000.0,0.8,True,
pop_2_op_m1_n10_251225_230458,cvrp_lns,3596354.3,3600000.0,0.85,True,
pop_2_op_m1_n0_251225_230458,cvrp_lns,3559870.8,3500000.0,0.85,True,
pop_2_op_e2_n9_251225_221616,cvrp_lns,3546463.2,3750000.0,0.85,True,
pop_2_op_e2_n8_251225_221616,cvrp_lns,3741035.2,3707647.4,0.85,True,
pop_2_op_e2_n7_251225_221616,cvrp_lns,3595515.7,3500000.0,0.85,True,
pop_2_op_e2_n6_251225_221616,cvrp_lns,3804181.2,3600000.0,0.85,True,
pop_2_op_e2_n5_251225_221616,cvrp_lns,3891880.3,3700000.0,0.75,True,
pop_2_op_e2_n4_251225_221616,cvrp_lns,3864263.6,3600000.0,0.7,True,
pop_2_op_e2_n3_251225_221616,cvrp_lns,3921875.2,3876245.0,0.75,True,
pop_2_op_e2_n2_251225_221616,cvrp_lns,3977631.3,3450000.0,0.85,True,
pop_2_op_e2_n1_251225_221616,cvrp_lns,3981765.6,3600000.0,0.85,True,
pop_3_op_m1_n14_251226_020829,cvrp_lns,3622145.8,3400000.0,0.85,True,
pop_2_op_e2_n17_251225_221616,cvrp_lns,3636831.1,3700000.0,0.85,True,
pop_2_op_e2_n19_251225_221616,cvrp_lns,3865272.9,3400000.0,0.8,True,
pop_2_op_e2_n18_251225_221616,cvrp_lns,3794048.6,3500000.0,0.8,True,
pop_2_op_m1_n19_251225_230458,cvrp_lns,3980428.7,3500000.0,0.85,True,
pop_2_op_m2_n6_251225_235254,cvrp_lns,3548471.2,3500000.0,0.7,True,
pop_2_op_m1_n1_251225_230458,cvrp_lns,3571879.7,3700000.0,0.85,True,
pop_2_op_m1_n3_251225_230458,cvrp_lns,3611107.9,3400000.0,0.85,True,
pop_2_op_m2_n4_251225_235254,cvrp_lns,3562910.3,3450000.0,0.85,True,
pop_2_op_m2_n3_251225_235254,cvrp_lns,3603095.5,3460000.0,0.85,True,
pop_2_op_m2_n2_251225_235254,cvrp_lns,3559855.0,3772577.7,0.85,True,
pop_2_op_m2_n1_251225_235254,cvrp_lns,3550041.8,3763160.7,0.85,True,
pop_2_op_m2_n19_251225_235254,cvrp_lns,3570381.9,3600000.0,0.85,True,
pop_2_op_m2_n18_251225_235254,cvrp_lns,3563389.8,3700000.0,0.75,True,
pop_2_op_m2_n17_251225_235254,cvrp_lns,3632225.2,3400000.0,0.85,True,
pop_2_op_m2_n16_251225_235254,cvrp_lns,3514065.6,3902864.7,0.8,True,
pop_2_op_m2_n15_251225_235254,cvrp_lns,3533281.0,3600000.0,0.85,True,
pop_2_op_m2_n14_251225_235254,cvrp_lns,3581037.1,3500000.0,0.8,True,
pop_2_op_m2_n13_251225_235254,cvrp_lns,3584756.2,3600000.0,0.85,True,
pop_2_op_m2_n12_251225_235254,cvrp_lns,3579385.9,3400000.0,0.85,True,
pop_2_op_m2_n11_251225_235254,cvrp_lns,3793034.5,3500000.0,0.85,True,
pop_2_op_m2_n10_251225_235254,cvrp_lns,3606282.9,3700000.0,0.8,True,
pop_2_op_m2_n0_251225_235254,cvrp_lns,3520056.5,3600000.0,0.75,True,
pop_2_op_m1_n9_251225_230458,cvrp_lns,3974598.4,3490000.0,0.85,True,
pop_2_op_m1_n8_251225_230458,cvrp_lns,3533086.4,3400000.0,0.75,True,
pop_2_op_m1_n7_251225_230458,cvrp_lns,3753509.5,3600000.0,0.85,True,
pop_2_op_m1_n6_251225_230458,cvrp_lns,3568468.5,3463097.4,0.75,True,
pop_2_op_m1_n5_251225_230458,cvrp_lns,3611405.1,3450000.0,0.85,True,
pop_2_op_m1_n4_251225_230458,cvrp_lns,3676348.4,3600000.0,0.85,True,
pop_2_op_m1_n2_251225_230458,cvrp_lns,3738963.1,3500000.0,0.75,True,
pop_3_op_m1_n15_251226_020829,cvrp_lns,3522157.6,3500000.0,0.8,True,
pop_4_op_e2_n5_251226_042834,cvrp_lns,3821187.4,3560000.0,0.85,True,
pop_3_op_m1_n17_251226_020829,cvrp_lns,3530674.4,3500000.0,0.85,True,
pop_4_op_m1_n11_251226_051356,cvrp_lns,3777096.2,3600000.0,0.85,True,
pop_4_op_m1_n10_251226_051356,cvrp_lns,3739618.2,3400000.0,0.85,True,
pop_4_op_m1_n0_251226_051356,cvrp_lns,3778294.7,3500000.0,0.8,True,
pop_4_op_e2_n9_251226_042834,cvrp_lns,3659094.8,3500000.0,0.85,True,
pop_4_op_e2_n7_251226_042834,cvrp_lns,3608024.8,3650000.0,0.75,True,
pop_4_op_e2_n6_251226_042834,cvrp_lns,3950534.3,3600000.0,0.75,True,
pop_4_op_e2_n4_251226_042834,cvrp_lns,3865229.5,3700000.0,0.8,True,
pop_4_op_e2_n3_251226_042834,cvrp_lns,3826920.9,3458443.45,0.75,True,
pop_4_op_e2_n2_251226_042834,cvrp_lns,3908261.8,3700000.0,0.85,True,
pop_4_op_m1_n12_251226_051356,cvrp_lns,3959237.9,3700000.0,0.85,True,
pop_4_op_e2_n1_251226_042834,cvrp_lns,3822209.3,3490000.0,0.85,True,
pop_4_op_e2_n18_251226_042834,cvrp_lns,3970528.1,3510415.9,0.8,True,
pop_4_op_e2_n17_251226_042834,cvrp_lns,3978448.3,3400000.0,0.85,True,
pop_4_op_e2_n16_251226_042834,cvrp_lns,3539115.0,3800000.0,0.8,True,
pop_4_op_e2_n15_251226_042834,cvrp_lns,3933813.1,3705807.0,0.85,True,
pop_4_op_e2_n13_251226_042834,cvrp_lns,3962725.7,3400000.0,0.8,True,
pop_4_op_e2_n12_251226_042834,cvrp_lns,3812177.4,3800000.0,0.6,True,
pop_4_op_e2_n11_251226_042834,cvrp_lns,3564518.4,3600000.0,0.8,True,
pop_4_op_e2_n10_251226_042834,cvrp_lns,3907930.0,3500000.0,0.85,True,
pop_4_op_e2_n0_251226_042834,cvrp_lns,3753443.1,3500000.0,0.85,True,
pop_4_op_e2_n19_251226_042834,cvrp_lns,3928541.4,3480000.0,0.85,True,
pop_4_op_m1_n13_251226_051356,cvrp_lns,3567093.7,3700000.0,0.85,True,
pop_4_op_m1_n14_251226_051356,cvrp_lns,3569966.4,3700000.0,0.8,True,
