heuristic_id,raw_app_type,objective,prediction,confidence,parse_ok,parse_error
pop_0_op_i1_n2_251224_134318,bin_greedy,1.51534,0.56847,0.65,True,
pop_0_op_i1_n2_251224_134528,bin_greedy,1.51534,0.56847,0.75,True,
pop_0_op_i1_n4_251224_134318,bin_greedy,0.05071,0.042,0.65,True,
pop_0_op_i1_n4_251224_134528,bin_greedy,1.45518,0.56847,0.65,True,
pop_0_op_i1_n5_251224_134318,bin_greedy,0.03089,0.01245,0.78,True,
pop_0_op_i1_n5_251224_134528,bin_greedy,0.08693,0.03501,0.85,True,
pop_0_op_i1_n6_251224_134318,bin_greedy,1.51534,0.56847,0.65,True,
pop_0_op_i1_n6_251224_134528,bin_greedy,0.08582,0.045,0.65,True,
pop_0_op_i1_n7_251224_134318,bin_greedy,1.51534,0.03501,0.75,True,
pop_0_op_i1_n7_251224_134528,bin_greedy,0.03984,0.025,0.75,True,
pop_0_op_i1_n8_251224_134318,bin_greedy,1.51534,0.03501,0.65,True,
pop_0_op_i1_n8_251224_134528,bin_greedy,1.51534,0.045,0.65,True,
pop_0_op_i1_n9_251224_134318,bin_greedy,0.13211,0.03501,0.75,True,
pop_0_op_i1_n9_251224_134528,bin_greedy,0.03843,0.045,0.65,True,
pop_0_op_m1_n0_251224_135244,bin_greedy,0.03874,0.02832,0.65,True,
pop_0_op_m1_n11_251224_135244,bin_greedy,0.04598,0.035,0.65,True,
pop_0_op_m1_n12_251224_135244,bin_greedy,0.14418,0.02032,0.75,True,
pop_0_op_m1_n13_251224_135244,bin_greedy,0.09347,0.042,0.65,True,
pop_0_op_m1_n14_251224_135244,bin_greedy,0.13211,0.02032,0.75,True,
pop_0_op_m1_n15_251224_135244,bin_greedy,0.60499,0.045,0.65,True,
pop_0_op_m1_n16_251224_135244,bin_greedy,1.51534,0.045,0.65,True,
pop_0_op_m1_n17_251224_135244,bin_greedy,0.04457,0.03501,0.75,True,
pop_0_op_m1_n18_251224_135244,bin_greedy,0.13211,0.02032,0.75,True,
pop_0_op_m1_n19_251224_135244,bin_greedy,0.21562,0.02832,0.65,True,
pop_0_op_m1_n1_251224_135244,bin_greedy,1.51534,0.045,0.65,True,
pop_0_op_m1_n2_251224_135244,bin_greedy,0.13211,0.02032,0.75,True,
pop_0_op_m1_n3_251224_135244,bin_greedy,0.13211,0.02032,0.75,True,
pop_0_op_m1_n4_251224_135244,bin_greedy,1.51534,0.025,0.65,True,
pop_0_op_m1_n5_251224_135244,bin_greedy,0.12999,0.025,0.65,True,
pop_0_op_m1_n6_251224_135244,bin_greedy,0.03984,0.028,0.65,True,
pop_0_op_m1_n7_251224_135244,bin_greedy,0.78569,0.045,0.65,True,
pop_0_op_m1_n8_251224_135244,bin_greedy,0.04035,0.03501,0.65,True,
pop_0_op_m1_n9_251224_135244,bin_greedy,0.04226,0.02032,0.78,True,
pop_0_op_m2_n0_251224_135519,bin_greedy,0.03984,0.03501,0.75,True,
pop_0_op_m2_n10_251224_135519,bin_greedy,0.04226,0.02032,0.75,True,
pop_0_op_m2_n11_251224_135519,bin_greedy,1.51534,0.045,0.65,True,
pop_0_op_m2_n12_251224_135519,bin_greedy,0.03984,0.035,0.65,True,
pop_0_op_m2_n13_251224_135519,bin_greedy,0.07838,0.045,0.65,True,
pop_0_op_m2_n14_251224_135519,bin_greedy,1.51534,0.045,0.65,True,
pop_0_op_m2_n15_251224_135519,bin_greedy,0.04135,0.045,0.65,True,
pop_0_op_m2_n16_251224_135519,bin_greedy,0.66103,0.045,0.65,True,
pop_0_op_m2_n17_251224_135519,bin_greedy,0.03109,0.025,0.65,True,
pop_0_op_m2_n18_251224_135519,bin_greedy,0.04226,0.02032,0.75,True,
pop_0_op_m2_n19_251224_135519,bin_greedy,0.07838,0.025,0.7,True,
pop_0_op_m2_n1_251224_135519,bin_greedy,0.10303,0.045,0.65,True,
pop_0_op_m2_n2_251224_135519,bin_greedy,0.05071,0.02832,0.75,True,
pop_0_op_m2_n3_251224_135519,bin_greedy,0.10182,0.02032,0.75,True,
pop_0_op_m2_n4_251224_135519,bin_greedy,0.05363,0.042,0.65,True,
pop_0_op_m2_n5_251224_135519,bin_greedy,0.03984,0.02832,0.72,True,
pop_0_op_m2_n6_251224_135519,bin_greedy,1.51454,0.045,0.65,True,
pop_0_op_m2_n7_251224_135519,bin_greedy,0.04065,0.02832,0.65,True,
pop_0_op_m2_n8_251224_135519,bin_greedy,0.07335,0.025,0.7,True,
pop_0_op_m2_n9_251224_135519,bin_greedy,0.03984,0.045,0.65,True,
pop_10_op_e1_n0_251224_163329,bin_greedy,0.03984,0.02032,0.75,True,
pop_10_op_e1_n10_251224_163329,bin_greedy,0.20646,0.032,0.65,True,
pop_10_op_e1_n11_251224_163329,bin_greedy,0.03169,0.025,0.65,True,
pop_10_op_e1_n13_251224_163329,bin_greedy,1.361,0.045,0.72,True,
pop_10_op_e1_n14_251224_163329,bin_greedy,0.03481,0.02032,0.65,True,
pop_10_op_e1_n15_251224_163329,bin_greedy,0.03984,0.045,0.65,True,
pop_10_op_e1_n16_251224_163329,bin_greedy,0.04729,0.045,0.65,True,
pop_10_op_e1_n17_251224_163329,bin_greedy,0.74263,0.045,0.65,True,
pop_10_op_e1_n18_251224_163329,bin_greedy,1.34521,0.045,0.65,True,
pop_10_op_e1_n19_251224_163329,bin_greedy,0.0988,0.03,0.65,True,
pop_10_op_e1_n1_251224_163329,bin_greedy,0.13211,0.02032,0.75,True,
pop_10_op_e1_n2_251224_163329,bin_greedy,0.06268,0.042,0.65,True,
pop_10_op_e1_n3_251224_163329,bin_greedy,0.13211,0.02032,0.75,True,
pop_10_op_e1_n5_251224_163329,bin_greedy,0.9021,0.045,0.65,True,
pop_10_op_e1_n6_251224_163329,bin_greedy,0.13211,0.02032,0.75,True,
pop_10_op_e1_n7_251224_163329,bin_greedy,1.49824,0.045,0.65,True,
pop_10_op_e1_n8_251224_163329,bin_greedy,0.03481,0.02042,0.65,True,
pop_10_op_e1_n9_251224_163329,bin_greedy,0.38022,0.02032,0.65,True,
pop_10_op_e2_n0_251224_163729,bin_greedy,0.13211,0.025,0.65,True,
pop_10_op_e2_n10_251224_163729,bin_greedy,0.66143,0.045,0.65,True,
pop_10_op_e2_n11_251224_163729,bin_greedy,0.05001,0.02832,0.65,True,
pop_10_op_e2_n12_251224_163729,bin_greedy,1.5081,0.025,0.75,True,
pop_10_op_e2_n13_251224_163729,bin_greedy,0.03813,0.045,0.65,True,
pop_10_op_e2_n14_251224_163729,bin_greedy,0.13211,0.02032,0.75,True,
pop_10_op_e2_n15_251224_163729,bin_greedy,0.0326,0.012,0.65,True,
pop_10_op_e2_n16_251224_163729,bin_greedy,0.13211,0.02032,0.75,True,
pop_10_op_e2_n17_251224_163729,bin_greedy,0.03984,0.042,0.65,True,
pop_10_op_e2_n18_251224_163729,bin_greedy,0.03984,0.02032,0.65,True,
pop_10_op_e2_n19_251224_163729,bin_greedy,1.32116,0.045,0.65,True,
pop_10_op_e2_n1_251224_163729,bin_greedy,0.74152,0.045,0.65,True,
pop_10_op_e2_n2_251224_163729,bin_greedy,0.04779,0.01245,0.72,True,
pop_10_op_e2_n3_251224_163729,bin_greedy,0.06178,0.03501,0.65,True,
pop_10_op_e2_n4_251224_163729,bin_greedy,0.04648,0.035,0.65,True,
pop_10_op_e2_n5_251224_163729,bin_greedy,1.51534,0.045,0.65,True,
pop_10_op_e2_n6_251224_163729,bin_greedy,0.03371,0.02032,0.75,True,
pop_10_op_e2_n7_251224_163729,bin_greedy,0.04216,0.035,0.65,True,
pop_10_op_e2_n8_251224_163729,bin_greedy,0.07113,0.01245,0.72,True,
pop_10_op_m1_n0_251224_164130,bin_greedy,0.03994,0.02032,0.65,True,
pop_10_op_m1_n10_251224_164130,bin_greedy,0.01861,0.012,0.75,True,
pop_10_op_m1_n11_251224_164130,bin_greedy,0.75702,0.045,0.65,True,
pop_10_op_m1_n12_251224_164130,bin_greedy,0.52591,0.025,0.65,True,
pop_10_op_m1_n13_251224_164130,bin_greedy,0.03874,0.02032,0.75,True,
pop_10_op_m1_n14_251224_164130,bin_greedy,0.03884,0.012,0.65,True,
pop_10_op_m1_n15_251224_164130,bin_greedy,1.35557,0.045,0.65,True,
pop_10_op_m1_n16_251224_164130,bin_greedy,0.03994,0.02032,0.75,True,
pop_10_op_m1_n17_251224_164130,bin_greedy,0.03089,0.02032,0.75,True,
pop_10_op_m1_n18_251224_164130,bin_greedy,0.04618,0.045,0.65,True,
pop_10_op_m1_n1_251224_164130,bin_greedy,0.03984,0.02032,0.75,True,
pop_10_op_m1_n2_251224_164130,bin_greedy,0.04497,0.04285,0.72,True,
pop_10_op_m1_n3_251224_164130,bin_greedy,0.03129,0.02032,0.75,True,
pop_10_op_m1_n4_251224_164130,bin_greedy,0.02968,0.02032,0.75,True,
pop_10_op_m1_n5_251224_164130,bin_greedy,0.04829,0.045,0.65,True,
pop_10_op_m1_n6_251224_164130,bin_greedy,0.033,0.012,0.65,True,
pop_10_op_m1_n7_251224_164130,bin_greedy,0.04588,0.042,0.65,True,
pop_10_op_m1_n8_251224_164130,bin_greedy,0.03139,0.02032,0.75,True,
pop_10_op_m1_n9_251224_164130,bin_greedy,0.76839,0.045,0.65,True,
pop_10_op_m2_n0_251224_164454,bin_greedy,0.03984,0.02032,0.75,True,
pop_10_op_m2_n10_251224_164454,bin_greedy,0.03149,0.02032,0.75,True,
pop_10_op_m2_n11_251224_164454,bin_greedy,0.04497,0.042,0.65,True,
pop_10_op_m2_n12_251224_164454,bin_greedy,0.13211,0.02032,0.75,True,
pop_10_op_m2_n13_251224_164454,bin_greedy,0.75833,0.02032,0.75,True,
pop_10_op_m2_n14_251224_164454,bin_greedy,0.00694,0.00842,0.72,True,
pop_10_op_m2_n15_251224_164454,bin_greedy,0.16662,0.01245,0.72,True,
pop_10_op_m2_n16_251224_164454,bin_greedy,0.04135,0.01245,0.72,True,
pop_10_op_m2_n18_251224_164454,bin_greedy,0.01097,0.01245,0.78,True,
pop_10_op_m2_n19_251224_164454,bin_greedy,0.02938,0.045,0.65,True,
pop_10_op_m2_n1_251224_164454,bin_greedy,0.13211,0.025,0.65,True,
pop_10_op_m2_n2_251224_164454,bin_greedy,0.69162,0.00842,0.75,True,
pop_10_op_m2_n3_251224_164454,bin_greedy,0.0322,0.02042,0.75,True,
pop_10_op_m2_n4_251224_164454,bin_greedy,0.03119,0.012,0.75,True,
pop_10_op_m2_n5_251224_164454,bin_greedy,0.02958,0.02032,0.75,True,
pop_10_op_m2_n6_251224_164454,bin_greedy,0.87323,0.045,0.65,True,
pop_10_op_m2_n7_251224_164454,bin_greedy,0.03149,0.012,0.75,True,
pop_10_op_m2_n8_251224_164454,bin_greedy,0.04568,0.02032,0.65,True,
pop_10_op_m2_n9_251224_164454,bin_greedy,0.87323,0.045,0.65,True,
pop_11_op_e1_n0_251224_164829,bin_greedy,0.65862,0.045,0.65,True,
pop_11_op_e1_n10_251224_164829,bin_greedy,1.3448,0.045,0.65,True,
pop_11_op_e1_n11_251224_164829,bin_greedy,0.03592,0.02032,0.75,True,
pop_11_op_e1_n12_251224_164829,bin_greedy,0.05403,0.02832,0.72,True,
pop_11_op_e1_n13_251224_164829,bin_greedy,0.05755,0.02032,0.65,True,
pop_11_op_e1_n14_251224_164829,bin_greedy,0.04115,0.02032,0.65,True,
pop_11_op_e1_n15_251224_164829,bin_greedy,0.1311,0.045,0.65,True,
pop_11_op_e1_n16_251224_164829,bin_greedy,0.03984,0.00842,0.75,True,
pop_11_op_e1_n17_251224_164829,bin_greedy,0.05453,0.042,0.65,True,
pop_11_op_e1_n18_251224_164829,bin_greedy,0.64896,0.045,0.65,True,
pop_11_op_e1_n19_251224_164829,bin_greedy,0.01429,0.00615,0.85,True,
pop_11_op_e1_n1_251224_164829,bin_greedy,0.03964,0.02032,0.65,True,
pop_11_op_e1_n2_251224_164829,bin_greedy,0.04216,0.02032,0.65,True,
pop_11_op_e1_n3_251224_164829,bin_greedy,0.17929,0.02032,0.65,True,
pop_11_op_e1_n4_251224_164829,bin_greedy,0.66777,0.045,0.65,True,
pop_11_op_e1_n5_251224_164829,bin_greedy,0.0499,0.045,0.65,True,
pop_11_op_e1_n6_251224_164829,bin_greedy,0.73881,0.56847,0.65,True,
pop_11_op_e1_n7_251224_164829,bin_greedy,0.13211,0.02032,0.75,True,
pop_11_op_e1_n8_251224_164829,bin_greedy,0.05373,0.042,0.65,True,
pop_11_op_e1_n9_251224_164829,bin_greedy,0.27588,0.02032,0.75,True,
pop_11_op_e2_n0_251224_165246,bin_greedy,0.05322,0.02032,0.75,True,
pop_11_op_e2_n10_251224_165246,bin_greedy,0.92897,0.045,0.65,True,
pop_11_op_e2_n11_251224_165246,bin_greedy,0.73981,0.045,0.65,True,
pop_11_op_e2_n12_251224_165246,bin_greedy,0.02737,0.02032,0.65,True,
pop_11_op_e2_n13_251224_165246,bin_greedy,0.04145,0.02032,0.75,True,
pop_11_op_e2_n14_251224_165246,bin_greedy,0.60569,0.045,0.65,True,
pop_11_op_e2_n15_251224_165246,bin_greedy,1.51434,0.045,0.65,True,
pop_11_op_e2_n16_251224_165246,bin_greedy,0.04014,0.02032,0.75,True,
pop_11_op_e2_n17_251224_165246,bin_greedy,0.08311,0.025,0.65,True,
pop_11_op_e2_n18_251224_165246,bin_greedy,0.10997,0.01245,0.78,True,
pop_11_op_e2_n19_251224_165246,bin_greedy,1.29822,0.045,0.65,True,
pop_11_op_e2_n1_251224_165246,bin_greedy,0.0168,0.02032,0.75,True,
pop_11_op_e2_n2_251224_165246,bin_greedy,0.17799,0.02032,0.65,True,
pop_11_op_e2_n3_251224_165246,bin_greedy,0.13211,0.01245,0.72,True,
pop_11_op_e2_n4_251224_165246,bin_greedy,0.69071,0.045,0.65,True,
pop_11_op_e2_n5_251224_165246,bin_greedy,0.00594,0.00563,0.85,True,
pop_11_op_e2_n6_251224_165246,bin_greedy,0.67854,0.02032,0.65,True,
pop_11_op_e2_n7_251224_165246,bin_greedy,0.84073,0.56847,0.65,True,
pop_11_op_e2_n8_251224_165246,bin_greedy,0.64664,0.045,0.65,True,
pop_11_op_m1_n0_251224_165649,bin_greedy,0.13211,0.02032,0.75,True,
pop_11_op_m1_n10_251224_165649,bin_greedy,0.13211,0.025,0.65,True,
pop_11_op_m1_n11_251224_165649,bin_greedy,0.03984,0.02032,0.65,True,
pop_11_op_m1_n12_251224_165649,bin_greedy,0.03984,0.045,0.65,True,
pop_11_op_m1_n13_251224_165649,bin_greedy,1.26653,0.045,0.65,True,
pop_11_op_m1_n14_251224_165649,bin_greedy,0.53486,0.28745,0.65,True,
pop_11_op_m1_n15_251224_165649,bin_greedy,0.01157,0.008,0.75,True,
pop_11_op_m1_n16_251224_165649,bin_greedy,0.03109,0.02032,0.75,True,
pop_11_op_m1_n17_251224_165649,bin_greedy,0.39984,0.006,0.85,True,
pop_11_op_m1_n18_251224_165649,bin_greedy,0.38515,0.02032,0.75,True,
pop_11_op_m1_n19_251224_165649,bin_greedy,0.72251,0.025,0.75,True,
pop_11_op_m1_n1_251224_165649,bin_greedy,1.50267,0.045,0.65,True,
pop_11_op_m1_n2_251224_165649,bin_greedy,0.15213,0.012,0.75,True,
pop_11_op_m1_n3_251224_165649,bin_greedy,0.03884,0.045,0.65,True,
pop_11_op_m1_n4_251224_165649,bin_greedy,0.26522,0.025,0.65,True,
pop_11_op_m1_n5_251224_165649,bin_greedy,0.84455,0.045,0.65,True,
pop_11_op_m1_n6_251224_165649,bin_greedy,0.87121,0.02032,0.75,True,
pop_11_op_m1_n7_251224_165649,bin_greedy,0.04407,0.02032,0.65,True,
pop_11_op_m1_n8_251224_165649,bin_greedy,0.01419,0.02032,0.75,True,
pop_11_op_m1_n9_251224_165649,bin_greedy,0.37891,0.02032,0.65,True,
pop_11_op_m2_n0_251224_170039,bin_greedy,0.00694,0.008,0.65,True,
pop_11_op_m2_n10_251224_170039,bin_greedy,0.85874,0.02032,0.65,True,
pop_11_op_m2_n11_251224_170039,bin_greedy,0.03431,0.00615,0.85,True,
pop_11_op_m2_n12_251224_170039,bin_greedy,0.49713,0.02032,0.75,True,
pop_11_op_m2_n13_251224_170039,bin_greedy,0.01087,0.00615,0.85,True,
pop_11_op_m2_n14_251224_170039,bin_greedy,0.03049,0.02032,0.75,True,
pop_11_op_m2_n15_251224_170039,bin_greedy,0.04075,0.01245,0.72,True,
pop_11_op_m2_n16_251224_170039,bin_greedy,0.00714,0.01,0.75,True,
pop_11_op_m2_n17_251224_170039,bin_greedy,0.00674,0.00842,0.78,True,
pop_11_op_m2_n18_251224_170039,bin_greedy,0.01016,0.00842,0.72,True,
pop_11_op_m2_n19_251224_170039,bin_greedy,0.03109,0.02032,0.75,True,
pop_11_op_m2_n1_251224_170039,bin_greedy,0.87323,0.045,0.65,True,
pop_11_op_m2_n2_251224_170039,bin_greedy,0.01087,0.00842,0.75,True,
pop_11_op_m2_n3_251224_170039,bin_greedy,0.00734,0.00842,0.72,True,
pop_11_op_m2_n4_251224_170039,bin_greedy,0.78127,0.008,0.75,True,
pop_11_op_m2_n5_251224_170039,bin_greedy,0.64393,0.012,0.65,True,
pop_11_op_m2_n6_251224_170039,bin_greedy,0.03964,0.025,0.65,True,
pop_11_op_m2_n7_251224_170039,bin_greedy,0.18775,0.02032,0.75,True,
pop_11_op_m2_n8_251224_170039,bin_greedy,0.00734,0.00842,0.72,True,
pop_11_op_m2_n9_251224_170039,bin_greedy,0.87584,0.02032,0.65,True,
pop_12_op_e1_n0_251224_170428,bin_greedy,0.02938,0.02032,0.75,True,
pop_12_op_e1_n11_251224_170428,bin_greedy,0.35346,0.02032,0.65,True,
pop_12_op_e1_n13_251224_170428,bin_greedy,1.40859,0.02032,0.75,True,
pop_12_op_e1_n14_251224_170428,bin_greedy,0.03984,0.02032,0.75,True,
pop_12_op_e1_n15_251224_170428,bin_greedy,0.03984,0.025,0.65,True,
pop_12_op_e1_n16_251224_170428,bin_greedy,0.04145,0.042,0.65,True,
pop_12_op_e1_n17_251224_170428,bin_greedy,0.65872,0.045,0.65,True,
pop_12_op_e1_n18_251224_170428,bin_greedy,0.03984,0.042,0.65,True,
pop_12_op_e1_n19_251224_170428,bin_greedy,0.60509,0.02032,0.65,True,
pop_12_op_e1_n1_251224_170428,bin_greedy,0.03994,0.02032,0.75,True,
pop_12_op_e1_n2_251224_170428,bin_greedy,0.01821,0.02032,0.75,True,
pop_12_op_e1_n3_251224_170428,bin_greedy,0.885,0.008,0.65,True,
pop_12_op_e1_n4_251224_170428,bin_greedy,0.0161,0.012,0.65,True,
pop_12_op_e1_n5_251224_170428,bin_greedy,0.03984,0.02032,0.65,True,
pop_12_op_e1_n6_251224_170428,bin_greedy,0.03974,0.02032,0.75,True,
pop_12_op_e1_n7_251224_170428,bin_greedy,0.03984,0.02032,0.75,True,
pop_12_op_e1_n8_251224_170428,bin_greedy,1.2288,0.012,0.65,True,
pop_12_op_e2_n0_251224_170832,bin_greedy,0.03984,0.02032,0.65,True,
pop_12_op_e2_n10_251224_170832,bin_greedy,0.64896,0.045,0.65,True,
pop_12_op_e2_n11_251224_170832,bin_greedy,0.03793,0.02032,0.65,True,
pop_12_op_e2_n12_251224_170832,bin_greedy,0.01127,0.02032,0.75,True,
pop_12_op_e2_n13_251224_170832,bin_greedy,0.20837,0.02082,0.65,True,
pop_12_op_e2_n14_251224_170832,bin_greedy,0.04014,0.025,0.65,True,
pop_12_op_e2_n15_251224_170832,bin_greedy,0.03984,0.02032,0.65,True,
pop_12_op_e2_n16_251224_170832,bin_greedy,0.64373,0.00842,0.78,True,
pop_12_op_e2_n17_251224_170832,bin_greedy,0.57078,0.02032,0.75,True,
pop_12_op_e2_n18_251224_170832,bin_greedy,0.01871,0.02032,0.75,True,
pop_12_op_e2_n19_251224_170832,bin_greedy,0.77603,0.008,0.75,True,
pop_12_op_e2_n1_251224_170832,bin_greedy,0.05926,0.045,0.65,True,
pop_12_op_e2_n2_251224_170832,bin_greedy,0.04125,0.02032,0.65,True,
pop_12_op_e2_n3_251224_170832,bin_greedy,0.62773,0.02032,0.75,True,
pop_12_op_e2_n4_251224_170832,bin_greedy,1.48405,0.045,0.65,True,
pop_12_op_e2_n5_251224_170832,bin_greedy,0.01318,0.008,0.75,True,
pop_12_op_e2_n6_251224_170832,bin_greedy,1.39813,0.012,0.65,True,
pop_12_op_e2_n7_251224_170832,bin_greedy,0.85864,0.045,0.65,True,
pop_12_op_e2_n8_251224_170832,bin_greedy,0.56042,0.02032,0.75,True,
pop_12_op_e2_n9_251224_170832,bin_greedy,0.52712,0.02832,0.65,True,
pop_12_op_m1_n0_251224_171244,bin_greedy,0.0499,0.02032,0.65,True,
pop_12_op_m1_n10_251224_171244,bin_greedy,0.07164,0.02032,0.75,True,
pop_12_op_m1_n11_251224_171244,bin_greedy,0.02898,0.02032,0.75,True,
pop_12_op_m1_n12_251224_171244,bin_greedy,0.00875,0.008,0.75,True,
pop_12_op_m1_n13_251224_171244,bin_greedy,0.01117,0.02032,0.75,True,
pop_12_op_m1_n14_251224_171244,bin_greedy,0.04226,0.02032,0.65,True,
pop_12_op_m1_n15_251224_171244,bin_greedy,0.05423,0.045,0.65,True,
pop_12_op_m1_n16_251224_171244,bin_greedy,0.36905,0.02032,0.65,True,
pop_12_op_m1_n17_251224_171244,bin_greedy,0.46323,0.01245,0.72,True,
pop_12_op_m1_n18_251224_171244,bin_greedy,0.03109,0.02032,0.75,True,
pop_12_op_m1_n19_251224_171244,bin_greedy,1.34843,0.045,0.65,True,
pop_12_op_m1_n1_251224_171244,bin_greedy,0.84636,0.045,0.65,True,
pop_12_op_m1_n2_251224_171244,bin_greedy,0.84153,0.045,0.65,True,
pop_12_op_m1_n3_251224_171244,bin_greedy,0.00684,0.008,0.75,True,
pop_12_op_m1_n4_251224_171244,bin_greedy,0.03008,0.008,0.75,True,
pop_12_op_m1_n5_251224_171244,bin_greedy,0.01318,0.01245,0.72,True,
pop_12_op_m1_n6_251224_171244,bin_greedy,0.0161,0.006,0.85,True,
pop_12_op_m1_n7_251224_171244,bin_greedy,0.04276,0.008,0.75,True,
pop_12_op_m1_n8_251224_171244,bin_greedy,1.35245,0.045,0.65,True,
pop_12_op_m1_n9_251224_171244,bin_greedy,0.76728,0.008,0.65,True,
pop_12_op_m2_n0_251224_171641,bin_greedy,0.33615,0.02032,0.75,True,
pop_12_op_m2_n10_251224_171641,bin_greedy,0.01238,0.00842,0.75,True,
pop_12_op_m2_n11_251224_171641,bin_greedy,0.01087,0.006,0.75,True,
pop_12_op_m2_n12_251224_171641,bin_greedy,0.017,0.008,0.75,True,
pop_12_op_m2_n13_251224_171641,bin_greedy,0.86005,0.02032,0.65,True,
pop_12_op_m2_n14_251224_171641,bin_greedy,0.87484,0.02032,0.65,True,
pop_12_op_m2_n15_251224_171641,bin_greedy,1.2288,0.025,0.65,True,
pop_12_op_m2_n16_251224_171641,bin_greedy,0.03944,0.02032,0.65,True,
pop_12_op_m2_n17_251224_171641,bin_greedy,0.01348,0.006,0.75,True,
pop_12_op_m2_n18_251224_171641,bin_greedy,0.78851,0.025,0.65,True,
